 PF10417	PF10417
 PF13857	PF01353
 PF13857	PF01627
 PF13857	PF00062
 PF13857	PF00069
 PF13857	PF20144
 PF03702	PF03702
 PF00191	PF00191
 PF00191	PF01023
 PF18411	PF19743
 PF18411	PF18577
 PF04547	PF04547
 PF04547	PF16178
 PF16178	PF04547
 PF16178	PF16178
 PF03861	PF03861
 PF03861	PF08376
 PF03861	PF00072
 PF07651	PF07651
 PF07651	PF01417
 PF07651	PF00240
 PF09156	PF09156
 PF09156	PF07737
 PF03497	PF03497
 PF04715	PF04715
 PF04715	PF00425
 PF04715	PF00117
 PF15777	PF15777
 PF15777	PF02081
 PF02522	PF02522
 PF08264	PF00133
 PF08264	PF09334
 PF08264	PF10458
 PF08264	PF06827
 PF19269	PF19269
 PF19269	PF00749
 PF19269	PF01921
 PF19303	PF19303
 PF19303	PF00133
 PF19303	PF09334
 PF16364	PF16364
 PF09255	PF09255
 PF09255	PF02753
 PF09255	PF00345
 PF16048	PF00089
 PF08103	PF08103
 PF03230	PF03230
 PF02822	PF00089
 PF03589	PF03589
 PF03098	PF03098
 PF03098	PF07731
 PF03098	PF07732
 PF03098	PF10204
 PF03098	PF00008
 PF03098	PF01794
 PF18678	PF18678
 PF01786	PF01786
 PF00847	PF00847
 PF19327	PF19327
 PF17908	PF00931
 PF17908	PF00400
 PF02558	PF02558
 PF02558	PF08546
 PF02558	PF02317
 PF08546	PF08546
 PF02424	PF02424
 PF05839	PF00515
 PF05839	PF13181
 PF18122	PF20518
 PF20518	PF20518
 PF20518	PF19521
 PF19521	PF19521
 PF19521	PF13414
 PF19521	PF13181
 PF05972	PF00514
 PF16689	PF16689
 PF18797	PF18797
 PF18797	PF00514
 PF18946	PF18946
 PF18946	PF18715
 PF04110	PF04110
 PF04110	PF04106
 PF04106	PF04106
 PF04111	PF17675
 PF17675	PF17675
 PF01636	PF00128
 PF01636	PF12796
 PF01636	PF01636
 PF01636	PF18085
 PF01636	PF16657
 PF06105	PF01080
 PF05918	PF00167
 PF04711	PF04711
 PF18772	PF18772
 PF18772	PF02312
 PF18772	PF18782
 PF18772	PF01547
 PF18772	PF00559
 PF18771	PF18771
 PF18771	PF01353
 PF18774	PF01547
 PF04691	PF04691
 PF01333	PF16639
 PF01333	PF00127
 PF01333	PF02529
 PF01333	PF05115
 PF01333	PF03742
 PF16639	PF16639
 PF16639	PF00127
 PF16639	PF00033
 PF16639	PF00032
 PF16639	PF02529
 PF16639	PF03742
 PF05461	PF07686
 PF01442	PF01442
 PF01442	PF00452
 PF11032	PF11032
 PF10515	PF00640
 PF12924	PF12924
 PF12924	PF02177
 PF12925	PF12925
 PF12925	PF00020
 PF02177	PF02177
 PF12139	PF00890
 PF12139	PF13187
 PF12139	PF02910
 PF01583	PF01583
 PF01583	PF01747
 PF01583	PF14306
 PF03440	PF01117
 PF03440	PF03440
 PF03440	PF09275
 PF03440	PF02918
 PF06079	PF06079
 PF01261	PF01261
 PF01261	PF19906
 PF01261	PF00903
 PF01261	PF14696
 PF02610	PF02610
 PF11762	PF02610
 PF04602	PF04602
 PF04602	PF14896
 PF04602	PF17689
 PF04602	PF00550
 PF14896	PF04602
 PF14896	PF14896
 PF14896	PF17689
 PF17689	PF04602
 PF17689	PF17689
 PF02311	PF02311
 PF11728	PF11728
 PF19368	PF00293
 PF09757	PF09757
 PF09757	PF11496
 PF09757	PF00850
 PF03869	PF03869
 PF03869	PF11423
 PF13355	PF13355
 PF18653	PF18653
 PF01951	PF01951
 PF01917	PF01917
 PF19284	PF19284
 PF07275	PF07275
 PF07275	PF12161
 PF07275	PF01420
 PF07275	PF02384
 PF07275	PF18766
 PF08401	PF08401
 PF08401	PF18818
 PF17296	PF17296
 PF17296	PF06317
 PF00798	PF00798
 PF00798	PF02225
 PF00798	PF07686
 PF17290	PF17290
 PF17290	PF00843
 PF00843	PF00843
 PF06317	PF06317
 PF06317	PF03854
 PF00025	PF00025
 PF00025	PF06456
 PF00025	PF01412
 PF00025	PF14779
 PF00025	PF16213
 PF00025	PF01375
 PF00025	PF06872
 PF00025	PF16893
 PF00025	PF00626
 PF00025	PF18308
 PF00025	PF05351
 PF00025	PF01465
 PF00025	PF16453
 PF00025	PF16471
 PF00025	PF16540
 PF00025	PF03543
 PF00025	PF00169
 PF00025	PF03259
 PF00025	PF04815
 PF00025	PF04811
 PF00025	PF11549
 PF00025	PF01369
 PF00025	PF07986
 PF00025	PF04810
 PF03889	PF03462
 PF03889	PF00333
 PF03889	PF00164
 PF06456	PF06456
 PF06456	PF00071
 PF01412	PF01412
 PF01412	PF00498
 PF01412	PF08518
 PF01412	PF00169
 PF00491	PF00491
 PF00491	PF07686
 PF00764	PF00764
 PF01960	PF01960
 PF08699	PF08699
 PF08699	PF16488
 PF08699	PF16486
 PF08699	PF02170
 PF08699	PF02171
 PF16488	PF16487
 PF16488	PF16486
 PF16488	PF02170
 PF16488	PF02171
 PF16487	PF16487
 PF16487	PF02171
 PF16486	PF02171
 PF11581	PF11581
 PF11581	PF00008
 PF17944	PF02784
 PF17810	PF17810
 PF17810	PF02784
 PF01316	PF01316
 PF01316	PF02863
 PF02863	PF02863
 PF03485	PF03485
 PF03485	PF05746
 PF03485	PF00750
 PF19422	PF00888
 PF19422	PF01485
 PF19422	PF00240
 PF19422	PF12678
 PF18938	PF18938
 PF18938	PF20164
 PF01388	PF01388
 PF01388	PF02373
 PF01388	PF08169
 PF11527	PF00025
 PF11527	PF11527
 PF00514	PF00514
 PF00514	PF16186
 PF00514	PF08833
 PF00514	PF11502
 PF00514	PF01049
 PF00514	PF08506
 PF00514	PF08347
 PF00514	PF06389
 PF00514	PF00604
 PF00514	PF01353
 PF00514	PF02924
 PF00514	PF13646
 PF00514	PF00505
 PF00514	PF00104
 PF00514	PF01749
 PF00514	PF06384
 PF00514	PF08911
 PF00514	PF00071
 PF00514	PF00415
 PF09003	PF09003
 PF09003	PF07825
 PF13356	PF13356
 PF10208	PF20145
 PF10208	PF00012
 PF20145	PF20145
 PF01937	PF01937
 PF16186	PF03378
 PF16186	PF08506
 PF16186	PF06389
 PF16186	PF00604
 PF16186	PF02924
 PF16186	PF01749
 PF16186	PF08911
 PF16186	PF00071
 PF16186	PF00415
 PF18770	PF04869
 PF18677	PF00092
 PF11723	PF11723
 PF11723	PF00355
 PF05856	PF00022
 PF05856	PF04699
 PF05856	PF04045
 PF05856	PF09431
 PF05856	PF00400
 PF02752	PF02752
 PF02752	PF00339
 PF02752	PF01394
 PF02752	PF00085
 PF02752	PF07686
 PF00339	PF00339
 PF00339	PF00959
 PF00339	PF07686
 PF04959	PF12066
 PF02374	PF02374
 PF02374	PF17886
 PF02374	PF07654
 PF02374	PF04420
 PF02374	PF00142
 PF02374	PF08690
 PF02374	PF14963
 PF02374	PF04190
 PF02374	PF07686
 PF17886	PF17886
 PF17886	PF00011
 PF03960	PF03960
 PF03960	PF03118
 PF03960	PF13743
 PF06953	PF06953
 PF01129	PF01129
 PF18084	PF00644
 PF01481	PF01481
 PF05935	PF05935
 PF17425	PF05935
 PF00858	PF00858
 PF00858	PF00014
 PF00858	PF00068
 PF00858	PF07686
 PF04266	PF04266
 PF08687	PF08687
 PF04729	PF04729
 PF04729	PF00439
 PF04729	PF15511
 PF04729	PF08214
 PF04729	PF09453
 PF04729	PF00125
 PF04729	PF12619
 PF04729	PF07686
 PF09010	PF09010
 PF09010	PF00623
 PF09010	PF00562
 PF09010	PF04545
 PF19039	PF13281
 PF08328	PF00206
 PF14698	PF00206
 PF19272	PF19272
 PF19272	PF00149
 PF03590	PF03590
 PF01037	PF01037
 PF17805	PF17805
 PF00733	PF00733
 PF00733	PF09147
 PF00733	PF13537
 PF00026	PF00026
 PF00026	PF10466
 PF00026	PF06394
 PF00026	PF00079
 PF00026	PF00018
 PF00026	PF07686
 PF16993	PF16993
 PF16993	PF16929
 PF16993	PF15432
 PF16929	PF15432
 PF00710	PF00710
 PF00710	PF17763
 PF00710	PF02934
 PF00710	PF18195
 PF01112	PF01112
 PF17763	PF17763
 PF17763	PF02934
 PF17763	PF18195
 PF14521	PF14521
 PF12897	PF12897
 PF05118	PF00008
 PF05118	PF05373
 PF05118	PF13432
 PF02261	PF02261
 PF02261	PF12568
 PF01958	PF01958
 PF01958	PF03447
 PF01177	PF01177
 PF09668	PF09668
 PF07100	PF07100
 PF01400	PF01400
 PF01400	PF00031
 PF01400	PF00629
 PF04996	PF04996
 PF04952	PF04952
 PF19743	PF19743
 PF19743	PF18577
 PF19743	PF01823
 PF18577	PF01823
 PF03115	PF03115
 PF12226	PF12226
 PF12226	PF07686
 PF16580	PF16580
 PF13919	PF01088
 PF13919	PF18031
 PF08982	PF08982
 PF07855	PF07855
 PF07855	PF10033
 PF10377	PF10377
 PF10033	PF10033
 PF08614	PF08614
 PF08614	PF00071
 PF04108	PF04108
 PF04108	PF09795
 PF18388	PF09795
 PF16420	PF16420
 PF16420	PF03987
 PF02991	PF02991
 PF02991	PF20165
 PF02991	PF03416
 PF02991	PF00338
 PF02991	PF00899
 PF04109	PF04109
 PF07737	PF09156
 PF07737	PF07737
 PF07737	PF03495
 PF07737	PF17475
 PF03477	PF03477
 PF03477	PF02867
 PF03477	PF00317
 PF03477	PF00268
 PF02222	PF01262
 PF02222	PF02222
 PF02222	PF17769
 PF08442	PF08442
 PF08442	PF02629
 PF08442	PF00549
 PF02655	PF18419
 PF02655	PF04262
 PF02655	PF18301
 PF13535	PF18130
 PF13535	PF18603
 PF13549	PF13549
 PF13549	PF08245
 PF13549	PF13607
 PF18419	PF18419
 PF18419	PF04262
 PF00217	PF12796
 PF00217	PF00217
 PF00217	PF02807
 PF02807	PF12796
 PF01747	PF01747
 PF01747	PF14306
 PF00231	PF00231
 PF00231	PF00006
 PF00231	PF00306
 PF00231	PF00137
 PF00231	PF00401
 PF00231	PF02823
 PF00231	PF04627
 PF00231	PF07345
 PF00231	PF04568
 PF00895	PF00119
 PF00895	PF14960
 PF00895	PF08039
 PF00895	PF05405
 PF00895	PF05873
 PF00119	PF00119
 PF00119	PF00430
 PF00119	PF00137
 PF00119	PF04911
 PF00119	PF11022
 PF00119	PF14960
 PF00119	PF10791
 PF00119	PF05933
 PF00119	PF08039
 PF00119	PF05405
 PF00119	PF05873
 PF00119	PF10206
 PF00006	PF00006
 PF00006	PF00306
 PF00006	PF02874
 PF00006	PF16886
 PF00006	PF01813
 PF00006	PF00401
 PF00006	PF04568
 PF00006	PF05873
 PF00006	PF07497
 PF00006	PF00575
 PF00006	PF18269
 PF00006	PF01991
 PF00306	PF00306
 PF00306	PF00401
 PF00306	PF07345
 PF00306	PF04568
 PF00306	PF05873
 PF02874	PF02874
 PF02874	PF16886
 PF02874	PF05405
 PF02874	PF00213
 PF02874	PF01991
 PF16886	PF16886
 PF00430	PF00006
 PF00430	PF00306
 PF00430	PF00430
 PF00430	PF00213
 PF00137	PF20520
 PF00137	PF00137
 PF00137	PF02823
 PF00137	PF07850
 PF00137	PF03223
 PF00137	PF01992
 PF00137	PF01496
 PF01813	PF00006
 PF01813	PF01813
 PF01813	PF01990
 PF01813	PF01992
 PF00401	PF00306
 PF00401	PF00401
 PF00401	PF02823
 PF02823	PF00006
 PF02823	PF02823
 PF02823	PF04627
 PF05680	PF04718
 PF01990	PF01990
 PF01990	PF01992
 PF05511	PF00006
 PF05511	PF05405
 PF05511	PF05873
 PF05511	PF00213
 PF04718	PF05405
 PF04718	PF10206
 PF04911	PF05933
 PF04911	PF05873
 PF11022	PF00119
 PF02038	PF02038
 PF02038	PF00689
 PF02038	PF00287
 PF06745	PF06745
 PF06745	PF07689
 PF12592	PF20030
 PF03029	PF03029
 PF03668	PF03668
 PF01171	PF01171
 PF01171	PF02597
 PF01171	PF09179
 PF12424	PF13499
 PF10775	PF05405
 PF10775	PF00213
 PF05493	PF01496
 PF09830	PF19327
 PF09830	PF09830
 PF18637	PF18056
 PF11583	PF11583
 PF09041	PF09041
 PF09041	PF00069
 PF03472	PF03472
 PF03472	PF00196
 PF03472	PF09228
 PF03472	PF18226
 PF00765	PF00765
 PF03987	PF03987
 PF03987	PF00899
 PF03797	PF03797
 PF03797	PF00657
 PF02041	PF02041
 PF06507	PF02362
 PF02309	PF02309
 PF02309	PF18791
 PF01382	PF01382
 PF05394	PF05394
 PF05394	PF05627
 PF18661	PF18661
 PF18241	PF18241
 PF18241	PF18247
 PF11592	PF07714
 PF16847	PF00069
 PF17907	PF00125
 PF17907	PF16211
 PF17907	PF00856
 PF05448	PF05448
 PF08517	PF08517
 PF16646	PF00023
 PF16646	PF12796
 PF09260	PF00128
 PF01356	PF00128
 PF02137	PF02137
 PF02137	PF00035
 PF00962	PF00962
 PF00962	PF08451
 PF00962	PF00930
 PF02216	PF02216
 PF02216	PF03494
 PF02216	PF07654
 PF02216	PF13499
 PF02216	PF02441
 PF02216	PF14843
 PF02216	PF13426
 PF02216	PF00341
 PF02216	PF01030
 PF02216	PF02197
 PF02216	PF01387
 PF02216	PF07686
 PF02246	PF02246
 PF02246	PF07686
 PF02310	PF02310
 PF02310	PF02607
 PF02310	PF09043
 PF02310	PF03308
 PF02310	PF06368
 PF02310	PF02965
 PF02310	PF01642
 PF02310	PF12176
 PF02310	PF16554
 PF02310	PF04055
 PF02607	PF02607
 PF02607	PF13411
 PF02607	PF02965
 PF02607	PF12176
 PF06522	PF00115
 PF06522	PF02790
 PF06522	PF00510
 PF06522	PF02297
 PF11473	PF11473
 PF02362	PF02362
 PF03483	PF03484
 PF03483	PF18262
 PF03483	PF01409
 PF03483	PF01588
 PF03483	PF17759
 PF03484	PF03484
 PF03484	PF18262
 PF03484	PF01409
 PF03484	PF17759
 PF01603	PF01603
 PF01603	PF13646
 PF01603	PF02022
 PF01603	PF00552
 PF01603	PF00149
 PF08840	PF08840
 PF08840	PF04775
 PF18138	PF18138
 PF18173	PF18173
 PF05791	PF05791
 PF07707	PF00651
 PF07707	PF00888
 PF13004	PF13004
 PF13004	PF00150
 PF19190	PF17829
 PF10432	PF10432
 PF12173	PF12173
 PF09221	PF09221
 PF11758	PF11758
 PF04519	PF04519
 PF18483	PF18483
 PF04850	PF08124
 PF03273	PF03273
 PF04766	PF04766
 PF05214	PF05214
 PF04512	PF04512
 PF02043	PF02043
 PF00308	PF00308
 PF00308	PF08299
 PF00308	PF03796
 PF00308	PF07319
 PF00308	PF02767
 PF00308	PF01695
 PF00216	PF00216
 PF01311	PF01312
 PF01311	PF01313
 PF01311	PF02049
 PF01311	PF00813
 PF01312	PF01312
 PF01312	PF01313
 PF01312	PF00813
 PF01313	PF01313
 PF01313	PF00813
 PF05088	PF05088
 PF18034	PF18034
 PF18034	PF00933
 PF01152	PF01152
 PF00296	PF00296
 PF18008	PF01547
 PF18008	PF13416
 PF05592	PF17389
 PF05592	PF17390
 PF05592	PF08531
 PF17389	PF17389
 PF17389	PF17390
 PF17389	PF08531
 PF01036	PF01036
 PF01036	PF17909
 PF01036	PF00344
 PF01338	PF01338
 PF02397	PF02397
 PF02961	PF02961
 PF02961	PF03020
 PF02961	PF00932
 PF09256	PF00229
 PF09256	PF07686
 PF02179	PF02179
 PF02179	PF00012
 PF01426	PF01426
 PF01426	PF15511
 PF01426	PF00145
 PF01426	PF00125
 PF01426	PF00628
 PF01426	PF11603
 PF01426	PF12436
 PF02923	PF02923
 PF07565	PF07565
 PF01145	PF01145
 PF18035	PF18035
 PF03114	PF03114
 PF01337	PF01337
 PF01337	PF00545
 PF00967	PF00967
 PF16746	PF16746
 PF16746	PF00169
 PF10456	PF10456
 PF10456	PF00787
 PF06968	PF06968
 PF06968	PF04055
 PF01027	PF01027
 PF08031	PF08031
 PF08031	PF01565
 PF14777	PF13424
 PF14777	PF13432
 PF14777	PF13181
 PF07289	PF14728
 PF07289	PF14727
 PF07289	PF13424
 PF14779	PF14779
 PF14782	PF14782
 PF14782	PF14783
 PF14782	PF14781
 PF14782	PF14728
 PF14783	PF14781
 PF14781	PF14728
 PF18063	PF18063
 PF05700	PF05700
 PF05700	PF11831
 PF05700	PF08606
 PF05700	PF04564
 PF13862	PF13862
 PF02028	PF02028
 PF10436	PF02518
 PF02327	PF02327
 PF02327	PF10657
 PF00452	PF00452
 PF00452	PF10514
 PF00452	PF08945
 PF00452	PF15285
 PF00452	PF02180
 PF00452	PF00619
 PF00452	PF11430
 PF00452	PF01353
 PF00452	PF00931
 PF00452	PF00870
 PF00452	PF15150
 PF00452	PF15826
 PF00452	PF01547
 PF00452	PF16845
 PF00452	PF07686
 PF00452	PF00739
 PF15286	PF15286
 PF18573	PF18573
 PF18573	PF13855
 PF18573	PF07686
 PF08945	PF08945
 PF08945	PF11099
 PF09257	PF00229
 PF09257	PF07686
 PF09399	PF09399
 PF16251	PF16251
 PF12093	PF12093
 PF12379	PF01661
 PF16451	PF16451
 PF16451	PF09408
 PF16451	PF19209
 PF16451	PF01601
 PF16451	PF07686
 PF09408	PF09408
 PF09408	PF19209
 PF09408	PF01601
 PF09408	PF01401
 PF09408	PF07686
 PF11289	PF11289
 PF09036	PF09036
 PF01869	PF01869
 PF08740	PF08740
 PF03170	PF03170
 PF20434	PF20434
 PF20434	PF01738
 PF20434	PF17851
 PF20434	PF00326
 PF08072	PF08072
 PF16520	PF16520
 PF02138	PF02138
 PF02138	PF14844
 PF17841	PF17841
 PF05687	PF05687
 PF05687	PF01547
 PF05687	PF13416
 PF01062	PF01062
 PF01062	PF07686
 PF17035	PF18697
 PF03494	PF03494
 PF03494	PF00061
 PF03494	PF01080
 PF10996	PF10996
 PF10996	PF13646
 PF10996	PF07650
 PF10996	PF00753
 PF10996	PF16661
 PF10996	PF07521
 PF00144	PF00144
 PF00144	PF07930
 PF00144	PF13969
 PF13354	PF13354
 PF13354	PF07467
 PF13354	PF18042
 PF13354	PF01547
 PF13354	PF07686
 PF16458	PF16458
 PF16458	PF12563
 PF16458	PF07968
 PF12125	PF12125
 PF10435	PF13363
 PF10435	PF01301
 PF13363	PF01301
 PF13364	PF13364
 PF13364	PF01301
 PF16523	PF16523
 PF01212	PF01212
 PF01212	PF02347
 PF13229	PF13229
 PF13229	PF12708
 PF18835	PF18835
 PF00407	PF00407
 PF00407	PF07686
 PF09210	PF03065
 PF18243	PF18243
 PF18243	PF13091
 PF02577	PF02577
 PF02929	PF02929
 PF02929	PF02836
 PF02929	PF02837
 PF02929	PF16353
 PF15285	PF00452
 PF15285	PF15286
 PF15285	PF15285
 PF02180	PF00452
 PF02180	PF02180
 PF02180	PF00870
 PF10403	PF03835
 PF14215	PF14215
 PF14215	PF09425
 PF09730	PF09730
 PF06393	PF00452
 PF06393	PF11099
 PF05688	PF09134
 PF05688	PF05689
 PF17964	PF17964
 PF17964	PF03734
 PF19077	PF19077
 PF02368	PF02368
 PF02368	PF07979
 PF07523	PF13306
 PF13205	PF07686
 PF17957	PF17957
 PF17961	PF05737
 PF17961	PF17210
 PF17961	PF10425
 PF18281	PF18281
 PF09166	PF01408
 PF06859	PF06859
 PF03495	PF03495
 PF03495	PF17475
 PF03495	PF17476
 PF03495	PF07691
 PF17475	PF17475
 PF17475	PF17476
 PF17475	PF07691
 PF17475	PF00092
 PF00351	PF00351
 PF02785	PF02785
 PF02785	PF00289
 PF02785	PF00364
 PF02785	PF01039
 PF02785	PF02786
 PF02785	PF02626
 PF02785	PF02682
 PF02785	PF18140
 PF02785	PF02436
 PF00289	PF00289
 PF00289	PF00364
 PF00289	PF02786
 PF00289	PF02436
 PF00364	PF00364
 PF00364	PF01039
 PF00364	PF02786
 PF00364	PF02626
 PF00364	PF02682
 PF00364	PF02436
 PF13533	PF13437
 PF13533	PF16576
 PF03744	PF03744
 PF02632	PF02632
 PF00653	PF00653
 PF00653	PF00700
 PF00653	PF00669
 PF00653	PF05729
 PF00653	PF00656
 PF00653	PF07714
 PF00653	PF00481
 PF00653	PF09057
 PF00653	PF16673
 PF00653	PF13920
 PF20489	PF04197
 PF04197	PF04197
 PF04197	PF20488
 PF01766	PF01766
 PF01767	PF01767
 PF01768	PF01768
 PF05853	PF05853
 PF03493	PF02254
 PF17778	PF00753
 PF07467	PF13354
 PF07467	PF07467
 PF16507	PF16547
 PF16507	PF11919
 PF16507	PF00227
 PF16507	PF10584
 PF16547	PF16507
 PF11642	PF11642
 PF17183	PF17183
 PF04940	PF04940
 PF04940	PF00563
 PF00936	PF00936
 PF00936	PF10634
 PF12130	PF12130
 PF12130	PF00071
 PF15185	PF00452
 PF17973	PF17972
 PF17973	PF01835
 PF17973	PF07678
 PF17972	PF17962
 PF02608	PF02608
 PF06553	PF06553
 PF02012	PF13088
 PF13088	PF13088
 PF13088	PF14873
 PF13088	PF00754
 PF13088	PF10633
 PF13088	PF09264
 PF13088	PF02973
 PF13859	PF13859
 PF13859	PF14873
 PF13859	PF13385
 PF13859	PF07686
 PF15892	PF15892
 PF08977	PF08955
 PF01722	PF01722
 PF01722	PF00462
 PF02044	PF00012
 PF04972	PF04972
 PF04972	PF01476
 PF08145	PF13959
 PF08145	PF09420
 PF08145	PF06732
 PF08145	PF01158
 PF08145	PF01248
 PF08145	PF00400
 PF10512	PF10512
 PF05588	PF05588
 PF05588	PF00028
 PF05588	PF17993
 PF00228	PF00228
 PF00228	PF00949
 PF00228	PF00089
 PF10759	PF10759
 PF18040	PF18206
 PF00528	PF00528
 PF00528	PF03180
 PF00528	PF04069
 PF00528	PF01547
 PF00528	PF13531
 PF08000	PF08000
 PF02237	PF00364
 PF02237	PF02237
 PF02237	PF03099
 PF03099	PF00364
 PF03099	PF03099
 PF03099	PF01597
 PF03099	PF08279
 PF03099	PF10437
 PF16917	PF14563
 PF20030	PF20030
 PF18338	PF18338
 PF18667	PF18667
 PF10651	PF10651
 PF10651	PF05709
 PF08947	PF07714
 PF01861	PF01861
 PF11564	PF11564
 PF15516	PF02384
 PF02485	PF02485
 PF02485	PF12529
 PF09169	PF09103
 PF09169	PF05160
 PF09103	PF09169
 PF09103	PF05160
 PF09104	PF09121
 PF00634	PF08423
 PF18110	PF18110
 PF18110	PF01398
 PF00533	PF00533
 PF00533	PF16589
 PF00533	PF16893
 PF00533	PF02735
 PF00533	PF03730
 PF00533	PF12738
 PF00533	PF00621
 PF00533	PF06632
 PF16589	PF16589
 PF16589	PF11411
 PF16589	PF02735
 PF16589	PF03730
 PF16589	PF16759
 PF16589	PF06732
 PF18428	PF00870
 PF17105	PF00508
 PF06113	PF00464
 PF07741	PF15963
 PF07741	PF05158
 PF07741	PF00352
 PF04089	PF04089
 PF04427	PF04427
 PF04427	PF05890
 PF04427	PF04874
 PF04427	PF04006
 PF04427	PF01158
 PF04427	PF01159
 PF04427	PF00380
 PF04427	PF07890
 PF04427	PF04939
 PF04427	PF04935
 PF03097	PF03097
 PF03097	PF01692
 PF00439	PF00439
 PF00439	PF00241
 PF00439	PF02190
 PF00439	PF00628
 PF00439	PF06001
 PF00439	PF01847
 PF00439	PF03226
 PF01318	PF01318
 PF07524	PF05236
 PF07524	PF02291
 PF07524	PF03540
 PF07524	PF00400
 PF08381	PF08381
 PF08849	PF08849
 PF03909	PF03909
 PF03909	PF13307
 PF03909	PF08567
 PF03909	PF04056
 PF03909	PF11521
 PF07832	PF07832
 PF17735	PF17735
 PF18220	PF18220
 PF18512	PF02901
 PF08201	PF02901
 PF16716	PF16716
 PF16716	PF01547
 PF06616	PF17728
 PF03704	PF00498
 PF03704	PF00486
 PF00651	PF00651
 PF00651	PF00888
 PF00651	PF13516
 PF02214	PF02214
 PF02214	PF13833
 PF02214	PF01344
 PF02214	PF13418
 PF09270	PF09270
 PF09270	PF09271
 PF07742	PF07742
 PF07742	PF04857
 PF18410	PF00254
 PF00779	PF00779
 PF00779	PF00169
 PF04514	PF04514
 PF09405	PF09405
 PF09405	PF00270
 PF09405	PF00271
 PF09405	PF02792
 PF09736	PF09736
 PF09736	PF02847
 PF09736	PF12134
 PF09736	PF00076
 PF03557	PF03557
 PF03557	PF07686
 PF00952	PF00952
 PF04196	PF12603
 PF04196	PF15518
 PF18826	PF18826
 PF05291	PF05291
 PF05291	PF07650
 PF05291	PF04180
 PF05291	PF01248
 PF05291	PF00253
 PF00170	PF00170
 PF00170	PF07716
 PF00170	PF03131
 PF07716	PF07716
 PF03131	PF03131
 PF01453	PF00954
 PF18841	PF17433
 PF18836	PF18836
 PF20160	PF01156
 PF08782	PF08782
 PF08782	PF03166
 PF07654	PF09408
 PF07654	PF07654
 PF07654	PF00386
 PF07654	PF08435
 PF07654	PF00194
 PF07654	PF01320
 PF07654	PF00173
 PF07654	PF05963
 PF07654	PF01414
 PF07654	PF09291
 PF07654	PF11921
 PF07654	PF00758
 PF07654	PF00869
 PF07654	PF02832
 PF07654	PF00041
 PF07654	PF00757
 PF07654	PF00523
 PF07654	PF14843
 PF07654	PF07581
 PF07654	PF00516
 PF07654	PF01560
 PF07654	PF00509
 PF07654	PF02480
 PF07654	PF02793
 PF07654	PF00047
 PF07654	PF01378
 PF07654	PF13895
 PF07654	PF13927
 PF07654	PF16680
 PF07654	PF15097
 PF07654	PF00726
 PF07654	PF10420
 PF07654	PF00715
 PF07654	PF16649
 PF07654	PF09294
 PF07654	PF00143
 PF07654	PF00059
 PF07654	PF00820
 PF07654	PF13516
 PF07654	PF13855
 PF07654	PF00062
 PF07654	PF00129
 PF07654	PF00993
 PF07654	PF00969
 PF07654	PF16497
 PF07654	PF02225
 PF07654	PF00341
 PF07654	PF07580
 PF07654	PF02163
 PF07654	PF07243
 PF07654	PF06247
 PF07654	PF04490
 PF07654	PF13765
 PF07654	PF15028
 PF07654	PF18108
 PF07654	PF01030
 PF07654	PF18515
 PF07654	PF01547
 PF07654	PF00079
 PF07654	PF00273
 PF07654	PF00209
 PF07654	PF00622
 PF07654	PF09199
 PF07654	PF01123
 PF07654	PF02876
 PF07654	PF05326
 PF07654	PF00019
 PF07654	PF00020
 PF07654	PF00089
 PF07654	PF10572
 PF07654	PF07686
 PF07654	PF00092
 PF09404	PF09404
 PF00386	PF00386
 PF00386	PF07686
 PF00130	PF00130
 PF00130	PF00168
 PF00130	PF00169
 PF00130	PF00069
 PF00130	PF07714
 PF00130	PF00071
 PF00130	PF02196
 PF00130	PF00621
 PF00130	PF00017
 PF07975	PF03850
 PF00168	PF00168
 PF00168	PF07002
 PF00168	PF18695
 PF00168	PF09279
 PF00168	PF00167
 PF00168	PF00388
 PF00168	PF00387
 PF00168	PF01735
 PF00168	PF00017
 PF00168	PF17047
 PF00168	PF05739
 PF00168	PF05835
 PF00168	PF00804
 PF00168	PF01023
 PF05790	PF05790
 PF05790	PF09191
 PF05790	PF07679
 PF05790	PF00047
 PF05790	PF07686
 PF08205	PF08205
 PF08205	PF01537
 PF08205	PF07679
 PF08205	PF00047
 PF08205	PF13895
 PF08205	PF13927
 PF08205	PF01023
 PF08205	PF07686
 PF01413	PF01413
 PF18453	PF18453
 PF06662	PF06662
 PF17982	PF17982
 PF08742	PF08742
 PF08742	PF01826
 PF08742	PF00094
 PF15019	PF11704
 PF12515	PF13499
 PF00028	PF00028
 PF00028	PF08266
 PF00028	PF18432
 PF00028	PF02351
 PF00028	PF17993
 PF00028	PF00059
 PF00028	PF12799
 PF00028	PF17756
 PF00028	PF17812
 PF00028	PF17813
 PF00028	PF07686
 PF16184	PF11713
 PF09232	PF09232
 PF04857	PF04857
 PF04857	PF16415
 PF04857	PF08675
 PF12265	PF12265
 PF12265	PF17226
 PF12265	PF09733
 PF12265	PF00400
 PF17052	PF01652
 PF11615	PF11615
 PF11615	PF14853
 PF11615	PF14852
 PF13117	PF13117
 PF03507	PF00069
 PF18971	PF18971
 PF16567	PF16567
 PF16707	PF16707
 PF03524	PF03524
 PF03524	PF10671
 PF03524	PF03743
 PF09053	PF09053
 PF09053	PF02534
 PF03185	PF03185
